,bt,bz,yogunluk,hız,kp
626,2.0,0.9,12.6,312.0,10.0
627,3.7,-1.0,9.0,311.0,10.0
628,4.2,-1.0,7.6,314.0,10.0
629,3.3,-0.8,10.3,315.0,10.0
630,1.9,0.9,10.1,314.0,10.0
631,3.1,1.1,7.4,319.0,10.0
632,3.5,0.8,6.9,320.0,0.0
633,4.3,-0.8,6.3,322.0,0.0
634,4.3,0.4,5.4,321.0,0.0
635,4.0,-0.8,5.7,320.0,3.0
636,4.1,0.2,3.6,311.0,3.0
637,3.9,0.5,3.5,308.0,3.0
638,3.5,1.2,5.2,312.0,0.0
639,3.5,0.8,3.7,302.0,0.0
640,3.6,0.8,3.7,300.0,0.0
641,3.7,1.3,3.8,304.0,0.0
642,3.7,1.2,3.6,304.0,0.0
643,3.8,1.4,4.3,306.0,0.0
644,3.9,0.5,3.9,301.0,0.0
645,4.0,-1.1,5.0,308.0,0.0
646,4.0,-2.6,6.1,315.0,0.0
647,3.9,0.4,5.0,309.0,10.0
648,3.7,-1.9,7.6,321.0,10.0
649,3.3,-2.4,8.6,319.0,10.0
650,3.5,-3.2,8.0,320.0,13.0
651,3.2,-2.8,8.2,320.0,13.0
652,3.7,-3.6,7.2,322.0,13.0
653,3.2,-3.0,8.5,319.0,10.0
654,2.0,-1.7,11.6,316.0,10.0
655,2.0,-0.7,11.6,314.0,10.0
656,2.9,1.1,10.7,310.0,3.0
657,3.3,1.5,11.7,310.0,3.0
658,4.8,3.0,14.4,315.0,3.0
659,4.1,2.9,14.4,317.0,0.0
660,3.2,1.3,14.7,315.0,0.0
661,3.5,0.2,12.9,318.0,0.0
662,2.8,-1.7,11.6,321.0,3.0
663,3.0,-1.6,10.9,320.0,3.0
664,3.6,-1.1,11.1,319.0,3.0
665,3.8,0.9,10.8,317.0,7.0
666,5.0,0.5,13.4,330.0,7.0
667,6.4,-2.8,15.5,341.0,7.0
668,7.5,1.2,14.0,346.0,30.0
669,8.0,-3.5,15.7,352.0,30.0
670,7.3,-6.3,15.2,361.0,30.0
671,5.7,-2.4,13.3,365.0,30.0
672,6.5,-4.9,13.0,373.0,30.0
673,6.9,-5.5,12.7,384.0,30.0
674,7.4,-0.5,7.8,395.0,33.0
675,3.9,1.0,6.8,420.0,33.0
676,3.8,-1.8,6.7,418.0,33.0
677,4.5,1.3,5.6,426.0,17.0
678,5.3,-2.9,3.5,456.0,17.0
679,4.3,-1.2,4.1,448.0,17.0
680,5.2,-0.5,4.5,430.0,13.0
681,6.5,-0.4,4.3,417.0,13.0
682,6.5,0.6,4.2,407.0,13.0
683,5.9,-0.8,2.8,394.0,3.0
684,5.6,-0.5,2.5,391.0,3.0
685,5.2,-0.4,2.7,388.0,3.0
686,4.9,-0.9,3.2,398.0,17.0
687,5.1,-1.4,4.0,407.0,17.0
688,5.0,0.4,4.5,396.0,17.0
689,5.3,-1.6,4.6,390.0,17.0
690,6.4,0.2,2.7,361.0,17.0
691,6.7,-0.1,2.7,358.0,17.0
692,7.2,0.6,3.4,359.0,20.0
693,6.4,-2.2,4.9,386.0,20.0
694,4.4,-1.3,8.0,406.0,20.0
695,4.0,-0.5,7.5,391.0,20.0
696,4.9,-0.8,7.7,401.0,20.0
697,3.9,-0.5,8.5,400.0,20.0
698,4.2,0.1,5.6,404.0,27.0
699,5.6,-2.8,4.8,418.0,27.0
700,6.1,-2.9,4.6,412.0,27.0
701,5.6,-2.9,4.6,407.0,20.0
702,3.7,-2.4,4.8,404.0,20.0
703,4.5,-1.9,4.5,409.0,20.0
704,4.7,-2.8,4.0,402.0,17.0
705,4.6,-1.0,4.8,405.0,17.0
706,4.7,-4.0,4.4,405.0,17.0
707,3.8,-2.5,4.9,417.0,23.0
708,4.7,0.1,5.0,413.0,23.0
709,5.1,-0.6,3.4,392.0,23.0
710,5.9,-3.7,6.1,420.0,33.0
711,6.5,-4.2,7.1,443.0,33.0
712,6.8,-3.9,6.7,451.0,33.0
713,5.4,-3.8,6.8,447.0,33.0
714,6.3,3.0,5.0,439.0,33.0
715,7.0,-1.9,3.8,428.0,33.0
716,6.9,-5.5,3.7,429.0,30.0
717,6.3,-2.2,2.1,403.0,30.0
718,6.1,-2.5,3.0,419.0,30.0
719,7.3,-4.0,3.6,451.0,23.0
720,7.2,-3.9,3.6,451.0,23.0
721,6.8,-3.6,4.1,453.0,23.0
722,6.5,-4.2,4.3,512.0,37.0
723,5.9,-0.2,4.0,492.0,37.0
724,5.7,-1.4,3.6,484.0,37.0
725,6.4,-2.2,3.0,477.0,17.0
726,5.7,-0.6,2.8,484.0,17.0
727,5.5,-0.1,1.8,477.0,17.0
728,4.7,-0.6,1.4,468.0,20.0
729,4.2,-1.0,2.4,515.0,20.0
731,3.7,-0.1,2.6,490.0,10.0
732,4.3,0.6,2.5,488.0,10.0
733,4.1,0.2,2.6,477.0,10.0
734,4.6,0.7,2.1,488.0,7.0
736,5.0,-0.4,1.6,467.0,7.0
737,4.6,-0.6,1.6,458.0,0.0
738,4.6,0.1,1.6,452.0,0.0
739,4.1,1.0,2.5,478.0,0.0
740,3.7,0.8,2.4,468.0,13.0
741,4.2,0.1,1.8,439.0,13.0
743,3.9,0.2,1.9,438.0,10.0
744,3.8,0.3,1.1,419.0,10.0
745,3.6,-0.5,1.2,420.0,10.0
746,3.4,0.3,1.2,422.0,3.0
747,3.4,-0.3,0.9,426.0,3.0
749,3.9,0.3,2.2,444.0,10.0
750,4.3,1.3,2.6,448.0,10.0
751,2.7,-0.1,3.7,465.0,10.0
752,2.4,0.6,4.1,466.0,7.0
753,3.0,0.3,3.8,469.0,7.0
754,2.7,0.4,4.6,473.0,7.0
756,5.0,-2.3,6.1,431.0,20.0
757,4.8,-1.2,5.1,421.0,20.0
758,4.8,-1.8,3.5,395.0,20.0
759,5.2,-1.5,3.1,395.0,20.0
760,5.8,-2.5,4.3,426.0,20.0
761,5.2,0.8,5.4,433.0,17.0
762,5.3,2.0,3.9,423.0,17.0
763,4.9,-2.0,4.7,435.0,17.0
764,5.8,-1.7,7.4,433.0,23.0
765,4.9,-0.4,5.9,433.0,23.0
766,4.7,-1.4,4.1,444.0,23.0
768,3.5,0.1,3.8,444.0,20.0
769,3.6,-0.8,3.8,452.0,20.0
770,4.0,-0.8,3.8,453.0,10.0
771,4.6,-1.3,4.0,454.0,10.0
772,5.2,-1.8,3.8,447.0,10.0
773,4.1,0.8,4.7,432.0,10.0
774,3.6,0.9,4.0,437.0,10.0
775,4.3,0.7,2.8,439.0,10.0
776,3.9,1.8,4.1,430.0,7.0
777,3.1,0.5,4.1,427.0,7.0
778,3.0,0.6,3.8,429.0,7.0
779,3.4,1.0,3.2,424.0,3.0
780,2.7,-0.6,3.9,413.0,3.0
782,2.1,-0.8,3.9,407.0,13.0
783,2.6,-0.4,4.0,398.0,13.0
784,3.8,-2.7,4.3,403.0,13.0
785,4.0,-3.0,4.3,397.0,23.0
786,4.6,-0.7,3.7,394.0,23.0
787,5.0,-0.7,4.7,384.0,23.0
788,4.9,-1.4,5.1,387.0,23.0
789,4.8,-3.9,5.2,386.0,23.0
790,4.5,-1.3,4.7,379.0,23.0
791,4.2,2.1,5.0,373.0,13.0
792,4.4,2.4,5.3,377.0,13.0
793,4.0,0.2,5.3,384.0,13.0
794,3.8,-1.6,5.0,384.0,20.0
795,3.4,-3.1,4.9,385.0,20.0
796,3.1,-1.8,4.4,381.0,20.0
797,3.2,-1.9,4.2,382.0,13.0
798,2.9,-1.6,4.6,381.0,13.0
799,2.5,-1.0,5.5,386.0,13.0
800,2.4,-0.5,5.3,385.0,3.0
801,3.1,0.1,5.1,384.0,3.0
803,3.5,-0.9,5.3,377.0,3.0
804,3.9,0.2,5.5,373.0,3.0
805,4.3,0.2,5.3,372.0,3.0
806,3.8,-0.1,6.2,366.0,3.0
807,3.6,-0.1,6.3,364.0,3.0
809,3.9,0.7,5.6,353.0,10.0
810,3.9,0.7,5.6,353.0,10.0
811,3.9,1.2,6.0,353.0,10.0
812,2.9,1.1,7.4,361.0,3.0
813,3.4,1.9,7.8,357.0,3.0
814,3.8,1.7,7.3,360.0,3.0
815,3.2,-0.5,7.8,360.0,20.0
816,3.6,-2.6,8.3,358.0,20.0
817,4.6,-3.1,8.9,360.0,20.0
818,4.6,-2.3,8.7,361.0,17.0
819,4.1,2.4,10.6,356.0,17.0
820,4.0,0.4,10.4,353.0,17.0
821,4.4,-1.1,9.0,355.0,7.0
822,4.6,-2.5,8.1,353.0,7.0
823,4.1,-2.7,8.4,355.0,7.0
824,4.3,-1.9,6.5,349.0,10.0
825,4.8,-2.2,5.3,352.0,10.0
826,4.7,-2.0,5.8,352.0,10.0
827,4.9,-2.1,5.5,350.0,7.0
828,4.9,-2.0,6.1,352.0,7.0
829,4.4,-2.8,7.8,352.0,7.0
830,4.9,0.5,7.7,355.0,13.0
831,5.2,0.7,9.5,359.0,13.0
832,4.5,-1.9,12.2,359.0,13.0
833,4.3,-1.8,12.7,363.0,13.0
834,6.1,-2.1,5.4,370.0,13.0
835,5.8,-1.9,6.4,367.0,13.0
836,6.2,-3.2,6.2,367.0,27.0
837,6.0,-3.1,5.8,357.0,27.0
838,5.8,-1.3,5.6,347.0,27.0
839,4.5,-2.0,4.8,352.0,17.0
840,2.7,-0.7,6.3,340.0,17.0
841,4.1,-0.9,7.0,356.0,17.0
842,5.6,1.7,4.5,362.0,20.0
843,6.4,-3.6,5.4,357.0,20.0
844,5.6,-2.2,5.8,361.0,20.0
845,5.2,0.2,4.9,364.0,13.0
846,4.7,-2.6,3.6,351.0,13.0
847,4.5,-2.9,4.5,368.0,13.0
848,4.2,-3.0,4.1,364.0,17.0
849,4.3,-0.7,3.1,347.0,17.0
850,4.8,-1.5,3.7,348.0,17.0
851,4.6,0.6,3.6,344.0,10.0
852,4.6,-0.1,2.9,351.0,10.0
853,4.5,0.1,3.0,349.0,10.0
854,4.7,0.4,2.6,347.0,3.0
855,4.6,-0.3,3.1,357.0,3.0
856,4.8,0.8,3.3,336.0,3.0
857,4.9,0.4,3.1,334.0,7.0
858,4.9,-1.2,3.0,342.0,7.0
859,4.9,-0.1,2.7,335.0,7.0
860,4.8,0.4,2.6,326.0,3.0
861,4.5,-1.8,2.1,340.0,3.0
862,4.5,-2.4,2.4,338.0,3.0
863,4.8,-2.4,2.7,334.0,7.0
864,5.1,0.3,2.7,337.0,7.0
865,6.5,0.9,3.3,356.0,7.0
866,7.7,2.8,4.5,356.0,23.0
867,8.9,-0.7,5.5,385.0,23.0
868,7.8,-5.1,9.1,406.0,23.0
869,9.1,-8.3,12.0,420.0,40.0
870,8.0,-1.7,14.0,413.0,40.0
871,9.5,3.2,13.0,421.0,40.0
872,8.4,3.5,17.6,448.0,30.0
873,6.1,4.4,18.3,461.0,30.0
874,6.4,-1.1,18.2,455.0,30.0
875,8.0,1.8,14.6,453.0,30.0
876,6.9,2.9,10.6,461.0,30.0
877,7.4,1.1,6.5,487.0,30.0
878,8.4,1.5,5.7,489.0,23.0
879,8.4,1.0,6.1,499.0,23.0
880,8.1,0.8,5.2,512.0,23.0
882,7.1,-5.2,6.7,551.0,40.0
883,7.8,-0.6,5.3,558.0,40.0
884,7.6,1.6,4.9,555.0,30.0
885,8.0,-1.7,4.8,558.0,30.0
886,8.4,-0.1,4.8,571.0,30.0
887,7.2,3.6,5.4,597.0,30.0
888,8.1,-3.2,5.3,598.0,30.0
889,4.9,-1.4,4.6,626.0,30.0
890,3.7,0.6,2.8,639.0,30.0
891,3.9,2.1,2.8,631.0,30.0
892,3.8,0.4,2.7,622.0,30.0
893,3.2,0.2,2.7,623.0,30.0
894,3.1,0.1,2.8,619.0,30.0
895,3.3,0.5,2.6,608.0,30.0
896,3.5,0.3,2.5,599.0,13.0
897,3.4,-0.4,2.5,609.0,13.0
898,2.7,-1.0,2.6,600.0,13.0
899,3.3,-2.0,2.7,591.0,30.0
900,3.4,-2.6,2.8,598.0,30.0
901,3.7,-2.0,2.7,582.0,30.0
902,3.0,-1.1,2.6,569.0,27.0
903,3.5,-0.9,2.3,550.0,27.0
904,3.6,-0.2,2.3,544.0,27.0
905,3.7,-0.1,2.3,547.0,27.0
906,4.0,-1.7,2.6,558.0,27.0
907,4.2,-3.0,2.6,564.0,27.0
908,4.2,-2.0,2.8,557.0,33.0
909,4.2,-3.6,2.8,554.0,33.0
910,4.2,-2.7,2.9,553.0,33.0
911,3.9,-0.9,2.9,544.0,27.0
912,3.5,-0.5,2.7,538.0,27.0
913,3.2,1.0,2.2,531.0,27.0
914,3.0,0.6,2.0,528.0,17.0
915,3.1,-0.4,2.0,521.0,17.0
916,3.2,0.2,1.8,508.0,17.0
917,3.3,0.3,1.6,499.0,7.0
918,3.4,0.4,1.5,496.0,7.0
919,3.4,0.8,1.7,498.0,7.0
920,3.4,1.1,1.7,495.0,7.0
921,3.5,-0.1,1.6,488.0,7.0
922,3.4,-0.7,1.8,491.0,7.0
923,3.3,-1.2,2.1,494.0,20.0
924,3.1,-1.1,2.4,498.0,20.0
925,3.0,-0.7,2.6,497.0,20.0
926,2.9,-1.4,2.8,489.0,13.0
927,3.0,-1.5,2.7,478.0,13.0
928,3.6,-0.9,2.7,477.0,13.0
929,3.8,-2.0,2.7,476.0,13.0
930,4.1,-1.5,2.7,463.0,13.0
931,3.6,-0.5,3.1,476.0,13.0
932,3.2,-0.5,2.9,470.0,13.0
933,3.6,-0.5,2.4,454.0,13.0
934,3.5,-0.2,2.6,449.0,13.0
935,3.3,-0.9,2.9,441.0,27.0
936,2.8,-1.2,3.7,439.0,27.0
937,3.0,-0.9,4.2,433.0,27.0
938,2.8,-1.5,4.5,429.0,17.0
939,3.1,-1.8,4.5,428.0,17.0
940,3.4,-3.1,4.7,430.0,17.0
941,4.8,-2.6,4.6,425.0,10.0
942,4.6,0.3,5.0,424.0,10.0
943,5.1,1.4,4.0,424.0,10.0
944,5.3,1.9,3.5,426.0,10.0
945,5.3,2.6,3.6,430.0,10.0
946,5.2,1.8,3.7,429.0,10.0
947,4.9,0.8,3.7,430.0,7.0
948,3.9,-0.3,4.5,441.0,7.0
949,4.3,0.4,4.2,436.0,7.0
950,3.2,0.3,4.7,427.0,17.0
951,3.0,2.0,4.2,421.0,17.0
952,2.8,1.6,3.7,416.0,17.0
953,2.7,-1.2,3.4,417.0,17.0
954,2.9,-0.4,3.4,419.0,17.0
955,3.0,-1.5,3.3,412.0,17.0
956,2.9,-1.9,3.4,418.0,20.0
957,3.3,-2.4,3.7,426.0,20.0
958,3.0,-1.0,3.6,414.0,20.0
959,2.9,-1.4,3.4,403.0,20.0
960,2.9,-0.8,3.6,401.0,20.0
961,2.8,-0.4,3.6,404.0,20.0
962,2.6,-1.4,4.1,408.0,10.0
963,3.1,-1.8,4.2,419.0,10.0
964,3.0,-2.2,4.8,417.0,10.0
965,3.2,-2.1,4.8,405.0,17.0
966,3.0,-2.4,4.8,404.0,17.0
967,3.2,-0.7,4.8,394.0,17.0
968,3.4,-0.1,5.1,391.0,10.0
970,3.7,-0.3,5.5,391.0,10.0
971,3.9,0.3,6.2,396.0,7.0
972,4.2,0.7,6.2,397.0,7.0
973,4.5,2.5,6.3,396.0,7.0
974,4.5,1.6,5.8,374.0,7.0
976,3.6,0.1,7.9,377.0,7.0
977,3.3,-0.3,8.4,382.0,10.0
978,2.6,0.7,11.8,382.0,10.0
979,4.8,1.9,4.7,367.0,10.0
980,4.2,1.0,6.6,368.0,13.0
981,3.2,-0.1,7.4,366.0,13.0
982,4.4,-1.4,4.9,367.0,13.0
983,3.8,-0.8,11.4,371.0,27.0
984,4.4,-0.9,10.3,381.0,27.0
985,4.1,0.9,10.3,393.0,27.0
986,4.7,-1.2,7.9,406.0,30.0
987,5.7,-0.6,5.8,420.0,30.0
988,4.8,-0.3,6.2,414.0,30.0
989,4.8,1.5,6.0,418.0,17.0
990,4.8,0.1,5.4,419.0,17.0
991,4.4,0.4,5.1,424.0,17.0
992,4.2,0.4,4.9,428.0,3.0
993,4.3,0.5,5.2,427.0,3.0
994,4.6,0.5,4.8,426.0,3.0
996,3.9,0.2,5.3,421.0,0.0
997,4.0,0.7,5.1,416.0,0.0
998,4.1,1.4,5.5,405.0,0.0
999,4.0,2.1,6.2,394.0,0.0
1000,3.4,2.0,7.1,384.0,0.0
1001,3.0,-0.8,7.9,377.0,7.0
1002,2.9,0.5,8.2,362.0,7.0
1003,2.0,-0.5,11.0,357.0,7.0
1004,1.7,-1.0,10.5,374.0,13.0
1005,1.6,-0.8,13.5,359.0,13.0
1006,3.2,-1.7,9.3,356.0,13.0
1007,3.6,1.3,6.0,355.0,17.0
1008,3.3,-1.9,6.5,400.0,17.0
1009,3.9,-0.7,8.4,351.0,17.0
1010,3.2,0.2,12.3,359.0,20.0
1011,2.7,0.1,12.5,361.0,20.0
1012,2.9,1.5,12.7,371.0,20.0
1013,3.2,-0.9,11.5,373.0,13.0
1014,4.3,1.0,11.8,386.0,13.0
1015,3.8,2.3,15.0,382.0,13.0
1016,5.1,-2.2,9.4,393.0,20.0
1017,4.3,-0.9,7.5,399.0,20.0
1018,4.5,1.3,6.3,395.0,20.0
1019,4.1,1.6,6.1,390.0,7.0
1020,4.3,2.6,5.6,390.0,7.0
1021,3.8,0.8,4.9,394.0,7.0
1022,3.6,0.2,4.2,401.0,0.0
1023,3.5,-0.3,4.0,407.0,0.0
1024,3.5,-0.2,3.7,405.0,0.0
1025,3.0,-0.2,5.7,409.0,0.0
1027,3.0,-0.1,3.4,324.0,0.0
1028,3.1,-0.3,3.8,385.0,13.0
1029,2.7,-0.6,3.4,376.0,13.0
1031,2.2,0.2,3.5,376.0,3.0
1032,2.1,-0.5,3.4,366.0,3.0
1033,2.0,-0.5,3.4,362.0,3.0
1034,2.2,-0.2,3.9,349.0,0.0
1035,1.9,-0.3,4.3,353.0,0.0
1036,1.9,0.1,6.1,351.0,0.0
1037,2.4,-0.5,6.2,351.0,7.0
1038,3.2,-1.3,5.4,349.0,7.0
1039,3.3,0.2,5.1,346.0,7.0
1040,3.2,-0.4,6.0,351.0,3.0
1041,3.3,1.0,5.3,345.0,3.0
1042,2.5,0.5,4.9,353.0,3.0
1043,3.3,1.3,4.3,348.0,0.0
1044,3.5,1.0,4.2,343.0,0.0
1045,3.0,1.1,4.7,348.0,0.0
1046,2.2,0.8,6.2,342.0,3.0
1047,2.0,0.9,6.3,333.0,3.0
1048,2.0,0.3,5.5,335.0,3.0
1049,2.9,0.9,5.7,344.0,3.0
1050,2.9,-1.2,7.1,349.0,3.0
1051,2.9,-1.6,7.4,346.0,3.0
1052,2.4,-0.3,6.7,334.0,13.0
1053,2.3,0.8,7.1,328.0,13.0
1054,2.9,-1.4,7.5,342.0,13.0
1055,3.5,-1.9,6.8,346.0,17.0
1056,3.3,-2.5,6.5,351.0,17.0
1057,2.5,-1.0,7.8,349.0,17.0
1058,1.9,-0.3,8.4,348.0,10.0
1059,2.1,0.5,8.4,345.0,10.0
1060,2.7,0.6,8.3,345.0,10.0
1061,2.2,0.4,9.4,344.0,3.0
1062,2.0,0.7,9.8,342.0,3.0
1063,2.2,0.8,9.6,339.0,3.0
1064,2.4,0.7,9.2,335.0,0.0
1065,3.0,1.4,8.0,337.0,0.0
1066,2.9,1.4,7.7,336.0,0.0
1067,2.9,1.3,8.0,333.0,0.0
1068,2.6,0.5,8.1,331.0,0.0
1069,2.8,0.7,7.9,330.0,0.0
1070,2.7,0.5,8.0,330.0,0.0
1071,2.7,0.1,8.4,329.0,0.0
1073,3.2,0.1,11.8,328.0,0.0
1074,3.1,1.0,11.2,328.0,0.0
1075,3.2,1.2,10.7,333.0,0.0
1076,3.1,-0.7,10.8,327.0,7.0
1077,2.6,-2.3,11.2,319.0,7.0
1078,2.1,-1.1,10.9,323.0,7.0
1079,2.3,1.6,9.8,320.0,10.0
1080,2.8,1.2,8.8,315.0,10.0
1081,2.9,1.1,8.1,315.0,10.0
1082,2.6,-0.9,7.8,313.0,0.0
1083,3.2,-0.2,7.3,314.0,0.0
1084,3.2,0.1,7.1,309.0,0.0
1085,4.0,0.2,5.9,323.0,0.0
1087,3.0,0.2,8.1,342.0,0.0
1088,2.0,0.2,10.9,349.0,20.0
1089,3.4,-2.0,9.6,346.0,20.0
1090,4.8,-4.2,8.3,346.0,20.0
1091,3.4,-2.2,10.2,338.0,27.0
1092,3.6,-1.0,9.4,334.0,27.0
1093,4.8,1.7,8.0,338.0,27.0
1094,4.2,1.6,10.4,331.0,10.0
1095,4.9,-0.4,13.5,342.0,10.0
1096,5.3,2.1,10.4,341.0,10.0
1097,6.1,-0.2,9.5,339.0,7.0
1098,5.5,-0.8,9.7,344.0,7.0
1099,5.5,0.6,9.5,341.0,7.0
1100,4.9,0.2,9.3,331.0,7.0
1101,4.6,-0.4,7.0,356.0,7.0
1102,4.8,-1.0,5.9,367.0,7.0
1103,4.1,0.5,5.4,355.0,23.0
1104,3.8,-2.0,5.2,362.0,23.0
1105,3.5,-0.8,6.0,352.0,23.0
1106,3.7,-1.8,5.3,350.0,7.0
1107,3.5,-1.4,5.3,346.0,7.0
1108,3.4,0.7,5.1,330.0,7.0
1109,3.0,-0.7,5.0,325.0,0.0
1110,2.7,-1.0,5.0,325.0,0.0
1111,2.7,-1.4,4.5,334.0,0.0
1112,1.7,-0.9,4.5,321.0,7.0
1113,2.0,-0.1,5.7,322.0,7.0
1115,3.6,-0.4,7.3,332.0,3.0
1116,3.7,-2.0,6.4,343.0,3.0
1117,4.2,-0.6,6.6,341.0,3.0
1118,4.3,3.1,6.3,340.0,3.0
1119,4.4,3.4,6.3,341.0,3.0
1120,3.5,-1.7,6.7,340.0,3.0
1121,3.1,0.4,6.5,334.0,0.0
1122,3.9,2.8,5.7,332.0,0.0
1123,4.1,2.8,5.6,327.0,0.0
1124,3.9,2.3,5.6,328.0,0.0
1125,3.1,0.7,6.3,330.0,0.0
1126,3.2,-2.9,6.7,339.0,0.0
1127,3.3,0.1,6.6,328.0,13.0
1128,3.7,2.3,6.3,324.0,13.0
1129,3.8,0.9,6.0,324.0,13.0
1130,3.5,1.4,6.4,322.0,3.0
1131,3.5,1.4,6.7,321.0,3.0
1132,3.6,-1.6,6.9,329.0,3.0
1133,3.8,-2.4,6.4,335.0,13.0
1134,3.9,-2.8,6.7,334.0,13.0
1135,3.7,-0.5,6.3,324.0,13.0
1136,4.1,-0.5,5.8,321.0,7.0
1137,3.8,1.9,6.5,322.0,7.0
1138,3.0,1.4,8.0,328.0,7.0
1139,2.5,-1.4,9.5,331.0,10.0
1140,4.0,-2.2,10.0,333.0,10.0
1141,3.6,-2.3,10.7,331.0,10.0
1142,2.3,-0.1,11.1,328.0,13.0
1143,2.9,-1.4,11.4,330.0,13.0
1144,2.8,-0.4,12.1,326.0,13.0
1145,4.2,-2.2,10.7,324.0,30.0
1146,6.1,-3.2,7.9,323.0,30.0
1147,6.7,-6.1,6.0,329.0,30.0
1148,6.2,-4.3,5.2,337.0,30.0
1149,5.2,-1.2,5.7,341.0,30.0
1150,3.7,1.1,7.7,364.0,30.0
1151,5.4,-0.1,5.6,362.0,7.0
1152,5.4,-2.1,4.2,361.0,7.0
1153,5.7,2.7,5.8,366.0,7.0
1154,5.7,-3.1,6.7,374.0,23.0
1155,6.2,-3.8,6.0,383.0,23.0
1156,6.5,-5.4,5.3,379.0,23.0
1157,7.0,-6.9,5.0,376.0,37.0
1158,7.0,-6.9,5.2,378.0,37.0
1159,6.9,-6.6,5.6,380.0,37.0
1160,7.0,-6.4,6.0,377.0,20.0
1161,7.3,-6.2,7.2,375.0,20.0
1162,6.9,-5.8,8.5,370.0,20.0
1163,7.6,-4.9,8.5,377.0,30.0
1164,8.6,-6.1,10.0,384.0,30.0
1165,12.2,-8.4,14.2,395.0,30.0
1166,12.1,-7.6,14.1,389.0,30.0
1167,11.4,-4.7,16.2,387.0,30.0
1168,11.0,-5.0,17.0,382.0,30.0
1169,11.0,-4.1,15.8,377.0,33.0
1170,10.8,-1.0,12.7,368.0,33.0
1171,10.0,-1.2,11.4,361.0,33.0
1172,9.4,0.6,12.3,369.0,27.0
1173,8.8,-1.6,13.5,378.0,27.0
1174,9.6,4.0,12.3,360.0,27.0
1175,9.8,7.2,11.1,368.0,23.0
1176,8.1,-1.6,12.4,376.0,23.0
1177,6.8,-1.2,13.8,395.0,23.0
1178,8.9,-7.5,12.5,409.0,40.0
1179,9.1,-4.5,8.5,419.0,40.0
1180,7.4,2.6,8.1,423.0,40.0
1181,6.7,-0.9,7.7,438.0,33.0
1182,6.0,-1.3,6.5,459.0,33.0
1183,5.5,-2.3,5.2,457.0,33.0
1184,5.5,-1.9,4.4,469.0,33.0
1185,6.1,-2.8,3.7,498.0,33.0
1186,5.7,-2.3,3.9,477.0,33.0
1187,5.4,-1.2,3.9,474.0,20.0
1188,5.0,0.1,3.6,453.0,20.0
1189,5.0,0.5,3.1,449.0,20.0
1190,4.7,-0.6,2.7,458.0,13.0
1191,4.5,-0.6,2.5,444.0,13.0
1192,4.7,-0.4,2.4,459.0,13.0
1193,5.0,0.1,2.0,460.0,10.0
1194,4.7,0.5,2.5,459.0,10.0
1196,4.2,-1.0,2.4,431.0,17.0
1197,4.0,-1.7,2.6,432.0,17.0
1198,4.0,-1.8,3.0,424.0,17.0
1199,4.4,-0.5,2.9,411.0,23.0
1200,4.0,-1.7,3.3,429.0,23.0
1201,3.6,-0.8,2.6,396.0,23.0
1202,3.8,-1.9,2.8,400.0,27.0
1203,4.0,-2.8,3.2,408.0,27.0
1204,4.3,-2.2,3.1,397.0,27.0
1205,4.2,-0.7,3.2,398.0,17.0
1206,3.9,0.5,3.8,403.0,17.0
1208,4.2,0.1,4.9,408.0,10.0
1209,4.3,-1.8,4.9,412.0,10.0
1210,3.8,-2.9,5.4,417.0,10.0
1211,4.0,-1.6,5.3,414.0,17.0
1212,4.4,-2.5,5.5,410.0,17.0
1213,4.7,-0.3,5.7,403.0,17.0
1214,4.9,1.5,4.7,409.0,7.0
1215,5.5,1.6,5.4,418.0,7.0
1216,6.1,0.1,5.8,421.0,7.0
1217,5.1,-0.6,9.2,420.0,23.0
1218,1.9,-0.2,17.5,404.0,23.0
1219,1.8,0.4,17.1,396.0,23.0
1220,3.8,1.3,12.4,408.0,23.0
1221,7.0,-3.4,3.8,372.0,23.0
1222,7.6,-4.4,3.4,376.0,23.0
1223,7.6,-5.7,5.4,394.0,37.0
1224,6.2,-5.1,7.6,400.0,37.0
1225,5.2,-4.3,7.9,400.0,37.0
1226,5.2,-3.7,7.6,404.0,27.0
1227,6.0,-5.5,7.5,413.0,27.0
1228,6.5,-5.7,6.9,402.0,27.0
1229,5.3,-2.4,4.6,401.0,27.0
1230,6.0,-4.5,5.5,415.0,27.0
1231,5.7,-3.1,4.7,440.0,27.0
1232,6.2,-2.8,5.2,463.0,33.0
1233,7.8,1.9,4.4,485.0,33.0
1234,7.2,0.4,3.8,484.0,33.0
1235,6.8,-0.3,4.8,489.0,17.0
1236,6.8,1.3,4.6,466.0,17.0
1237,6.2,1.5,5.8,468.0,17.0
1238,5.6,-1.4,6.2,484.0,30.0
1239,6.1,-3.2,6.2,487.0,30.0
1240,6.1,2.2,6.1,474.0,30.0
1241,5.1,2.6,5.7,476.0,13.0
1242,4.4,0.7,5.3,478.0,13.0
1243,4.3,-0.2,4.9,484.0,13.0
1244,4.5,-0.6,4.3,492.0,30.0
1245,4.0,-0.1,3.8,487.0,30.0
1246,3.7,-1.8,3.5,487.0,30.0
1247,3.3,-1.6,3.5,490.0,27.0
1248,3.0,-1.4,3.5,488.0,27.0
1249,3.1,-1.7,3.2,488.0,27.0
1250,3.8,-0.4,2.5,482.0,20.0
1251,3.5,0.4,2.7,465.0,20.0
1252,3.2,-0.9,3.0,478.0,20.0
